2000 Census Block,2000 Census Tract,Civil Court District,Congressional District,Fire Battalion,Fire Company Number,Fire Division,Health Area,Health Center District,Instructional Region,Sanitation Collection Scheduling Section and Subsection,State Senatorial District,Vacant Lot Flag,Assembly District,Election District,X Coordinate,Y Coordinate,Pseudo Address Flag,BBL,City Council District,School District (Confirmed),Building Classification Code,Complaint Type,Descriptor 1,Incident Address,Incident City,Borough,Incident Zip Code,Created Date,Police Precinct,Borough Command
1001,738,8,10,33,159,15,8810,35,,6E,19,N,41,49,1001218,166805,N,3076370045,45,BROOKLYN District 22,K4,Noise - Commercial,Loud Music/Party,1860 FLATBUSH AVENUE,BROOKLYN,BROOKLYN,11210,10/28/10 0:00,Precinct 63,Brooklyn South
1001,822,6,11,38,113,15,5400,35,,3A,20,N,43,73,997020,177980,N,3050650048,40,BROOKLYN District 17,D1,Noise - Residential,Loud Television,184 CLARKSON AVENUE,BROOKLYN,BROOKLYN,11226,10/28/10 0:00,Precinct 67,Brooklyn South
1001,855,6,5,52,273,14,1200,43,,1C,16,N,22,29,1033142,216221,N,4050230001,20,QUEENS District 25,D7,Noise - Residential,Banging/Pounding,143-05 41 AVENUE,FLUSHING,QUEENS,11355,10/28/10 0:00,Precinct 109,Queens North
1001,884,4,11,58,283,15,5810,33,,1A,19,N,55,76,1004665,181272,N,3045980073,41,BROOKLYN District 17,Un,Noise - Vehicle,Car/Truck Music,45 EAST 95 STREET,BROOKLYN,BROOKLYN,11212,10/28/10 0:00,Precinct 67,Brooklyn South
1001,884,4,11,58,283,15,5810,33,,3A,19,N,55,76,1004476,181633,N,3045980001,41,BROOKLYN District 17,D1,Noise - Residential,Banging/Pounding,1070 EAST NEW YORK AVENUE,BROOKLYN,BROOKLYN,11212,10/28/10 0:00,Precinct 67,Brooklyn South
1002,118,6,14,10,16,3,4400,13,,1B,26,N,65,12,995309,217824,N,1014410023,5,MANHATTAN District 2,C7,Noise - Residential,Banging/Pounding,343 EAST 66 STREET,NEW YORK,MANHATTAN,10065,10/28/10 0:00,Precinct 19,Manhattan North
1002,122,9,14,10,39,3,4100,13,,1A,26,,73,47,993515,219411,,,4,MANHATTAN District 2,Un,Noise - Residential,Loud Music/Party, EAST 68 STREET,NEW YORK,MANHATTAN,10065,10/28/10 0:00,Precinct 19,Manhattan North
1002,122,9,14,10,39,3,4100,13,,,26,,73,47,993181,219299,,,4,MANHATTAN District 2,Un,Noise - Residential,Loud Music/Party,,NEW YORK,MANHATTAN,10065,10/28/10 0:00,Precinct 19,Manhattan North
1002,156.01,6,14,10,43,3,3300,12,,,28,,73,118,998908,225000,,,8,MANHATTAN District 2,Un,Noise - Commercial,Loud Music/Party,,NEW YORK,MANHATTAN,10128,10/28/10 0:00,Unspecified,Unspecified
1002,159,5,8,11,25,3,3900,15,,,29,,67,45,989277,223302,,,6,MANHATTAN District 3,Un,Noise - Street/Sidewalk,Loud Music/Party,,NEW YORK,MANHATTAN,10023,10/28/10 0:00,Precinct 20,Manhattan North
1002,168,6,14,10,53,3,2810,12,,1A,28,N,68,112,997835,227411,N,1016050024,8,MANHATTAN District 4,D9,Noise - Residential,Banging/Pounding,60 EAST 102 STREET,NEW YORK,MANHATTAN,10029,10/28/10 0:00,Precinct 23,Manhattan North
1002,179,1,11,57,105,11,2710,36,,3B,18,N,57,51,992322,188258,N,3020070001,35,BROOKLYN District 13,D4,Noise - Residential,Banging/Pounding,487 CARLTON AVENUE,BROOKLYN,BROOKLYN,11238,10/28/10 0:00,Precinct 88,Brooklyn North
1002,179,1,11,57,105,11,2710,36,,3B,18,N,57,51,992322,188258,N,3020070001,35,BROOKLYN District 13,D4,Noise - Vehicle,Car/Truck Music,487 CARLTON AVENUE,BROOKLYN,BROOKLYN,11238,10/28/10 0:00,Precinct 88,Brooklyn North
1002,18,2,14,4,18,1,7400,14,,2A,25,N,64,58,987162,201425,N,1004100001,1,MANHATTAN District 1,C7,Noise - Commercial,Loud Music/Party,120 ORCHARD STREET,NEW YORK,MANHATTAN,10002,10/28/10 0:00,Precinct 7,Manhattan South
1002,213.02,10,15,11,37,3,8520,11,,,30,,70,20,998031,234924,,,9,MANHATTAN District 5,Un,Noise - Vehicle,Engine Idling,,NEW YORK,MANHATTAN,10027,10/28/10 0:00,Unspecified,Unspecified
1002,235,2,12,49,325,14,910,41,,3C,12,N,37,27,1007268,209793,N,4022810001,26,QUEENS District 24,C1,Noise - Vehicle,Car/Truck Horn,45-25 48 STREET,WOODSIDE,QUEENS,11377,10/28/10 0:00,Precinct 108,Queens North
1002,235,2,12,49,325,14,910,41,,3C,12,N,37,27,1007484,209501,N,4022810001,26,QUEENS District 24,C1,Noise - Street/Sidewalk,Loud Talking,45-56 49 STREET,WOODSIDE,QUEENS,11377,10/28/10 0:00,Precinct 108,Queens North
1002,241,2,10,57,102,11,1410,36,,,17,,56,108,997127,191074,,,36,BROOKLYN District 13,Un,Noise - Residential,Loud Music/Party,,BROOKLYN,BROOKLYN,11205,10/28/10 0:00,Precinct 79,Brooklyn North
1002,241,2,10,57,102,11,1410,36,,,17,,56,108,997127,191074,,,36,BROOKLYN District 13,Un,Noise - Street/Sidewalk,Loud Music/Party,,BROOKLYN,BROOKLYN,11205,10/28/10 0:00,Precinct 79,Brooklyn North
1002,243.02,7,15,16,69,6,800,11,,4A,30,N,71,27,1001722,241579,N,1021060003,9,MANHATTAN District 5,D7,Noise - Residential,Banging/Pounding,2949 8 AVENUE,NEW YORK,MANHATTAN,10039,10/28/10 0:00,Precinct 32,Manhattan North
1002,26.01,2,12,4,28,1,6700,14,,3A,25,N,74,9,990002,202279,N,1003730021,2,MANHATTAN District 1,D4,Noise - Street/Sidewalk,Loud Talking,336 EAST 4 STREET,NEW YORK,MANHATTAN,10009,10/28/10 0:00,Precinct 9,Manhattan South
1002,267,7,15,13,45,7,210,17,,,31,,71,58,1003718,248932,,,10,MANHATTAN District 6,Un,Noise - Commercial,Loud Music/Party,,NEW YORK,MANHATTAN,10033,10/28/10 0:00,Precinct 34,Manhattan North
1002,283,2,10,57,102,11,1900,36,,1B,18,N,54,9,999936,192706,N,3017570005,36,BROOKLYN District 16,C0,Noise - Residential,Loud Music/Party,245 THROOP AVENUE,BROOKLYN,BROOKLYN,11206,10/28/10 0:00,Precinct 79,Brooklyn North
1002,287,2,7,49,307,14,1022,42,,2C,13,N,34,29,1014847,213504,N,4012640047,25,QUEENS District 30,D3,Noise - Vehicle,Car/Truck Music,34-21 77 STREET,JACKSON HEIGHTS,QUEENS,11372,10/28/10 0:00,Precinct 115,Queens North
1002,355,4,11,38,234,15,5010,32,,2B,20,N,43,38,1002590,181372,N,3014190001,41,BROOKLYN District 17,D1,Noise - Residential,Banging/Pounding,921 MONTGOMERY STREET,BROOKLYN,BROOKLYN,11213,10/28/10 0:00,Precinct 71,Brooklyn South
1002,355,4,11,38,234,15,5010,32,,2B,20,N,43,38,1002590,181372,N,3014190001,41,BROOKLYN District 17,D1,Noise - Residential,Loud Music/Party,921 MONTGOMERY STREET,BROOKLYN,BROOKLYN,11213,10/28/10 0:00,Precinct 71,Brooklyn South
1002,39,1,10,31,226,11,2600,38,,,18,,52,66,989178,189468,,,33,BROOKLYN District 15,Un,Noise - Street/Sidewalk,Loud Music/Party,,BROOKLYN,BROOKLYN,11217,10/28/10 0:00,Precinct 84,Brooklyn North
1002,42,2,8,6,3,1,6200,14,,4B,29,N,66,58,987107,205887,N,1005560068,2,MANHATTAN District 1,P1,Noise - Street/Sidewalk,Loud Talking,125 EAST 11 STREET,NEW YORK,MANHATTAN,10003,10/28/10 0:00,Precinct 9,Manhattan South
1002,42,2,8,6,3,1,6200,14,,,29,,66,58,986963,205963,,,2,MANHATTAN District 1,Un,Noise - Commercial,Loud Music/Party,,NEW YORK,MANHATTAN,10003,10/28/10 0:00,Precinct 9,Manhattan South
1002,47,2,16,14,17,6,3800,23,,1A,28,N,84,89,1005373,235449,N,2023250001,17,BRONX District 7,D3,Noise - Residential,Loud Music/Party,2645 3 AVENUE,BRONX,BRONX,10451,10/28/10 0:00,Precinct 40,Bronx
1002,48,1,16,3,96,6,3020,26,,1A,32,N,85,78,1019033,241125,N,2037440014,18,BRONX District 12,C1,Noise - Residential,Loud Music/Party,1171 MORRISON AVENUE,BRONX,BRONX,10472,10/28/10 0:00,Precinct 43,Bronx
1002,50,5,13,40,241,8,7810,31,,,22,,46,2,974883,166654,,,43,BROOKLYN District 20,Un,Noise - Commercial,Loud Music/Party,,BROOKLYN,BROOKLYN,11209,10/28/10 0:00,Precinct 68,Brooklyn South
1002,52,9,8,6,14,1,5700,15,,,29,,75,14,986523,208334,,,3,MANHATTAN District 2,Un,Noise - Residential,Loud Music/Party,,NEW YORK,MANHATTAN,10003,10/28/10 0:00,Precinct 13,Manhattan South
1002,549,3,12,45,140,14,2200,46,,3C,12,N,37,55,1010257,196209,N,4034680039,34,QUEENS District 24,S2,Noise - Commercial,Loud Music/Party,678 WOODWARD AVENUE,RIDGEWOOD,QUEENS,11385,10/28/10 0:00,Precinct 104,Queens North
1002,550,8,9,33,276,15,7320,35,,2C,27,,45,60,997477,161502,,,48,BROOKLYN District 22,Un,Noise - Residential,Loud Talking, EAST 21 STREET,BROOKLYN,BROOKLYN,11229,10/28/10 0:00,Precinct 61,Brooklyn South
1002,598,8,9,33,321,15,8900,37,,4E,22,N,41,103,1001550,153796,N,3074770064,48,BROOKLYN District 22,B9,Noise - Vehicle,Car/Truck Horn,2639 BROWN STREET,BROOKLYN,BROOKLYN,11235,10/28/10 0:00,Precinct 61,Brooklyn South
1002,82,9,14,8,65,3,5200,15,,,26,,75,69,989161,213097,,,3,MANHATTAN District 2,Un,Noise - Commercial,Loud Music/Party,,NEW YORK,MANHATTAN,10016,10/28/10 0:00,Precinct 14,Manhattan South
1002,857,6,5,52,273,14,1200,43,,1C,16,N,22,47,1032887,215129,N,4051807501,20,QUEENS District 25,R0,Noise - Residential,Banging/Pounding,42-42 UNION STREET,FLUSHING,QUEENS,11355,10/28/10 0:00,Precinct 109,Queens North
1003,1172.01,7,12,44,332,15,3820,34,,1D,17,N,54,58,1015349,187508,N,3039220046,37,BROOKLYN District 19,A1,Noise - Residential,Banging/Pounding,116 WARWICK STREET,BROOKLYN,BROOKLYN,11207,10/28/10 0:00,Precinct 75,Brooklyn North
1003,303,7,15,13,95,7,110,17,,4A,31,N,72,62,1007190,255461,N,1022290012,10,MANHATTAN District 6,W1,Noise - Vehicle,Car/Truck Music,512 WEST 212 STREET,NEW YORK,MANHATTAN,10034,10/28/10 0:00,Precinct 34,Manhattan North
1003,327,2,7,49,307,14,620,42,,1D,13,N,34,11,1015587,215730,N,4011520047,25,QUEENS District 30,B1,Noise - Residential,Loud Music/Party,31-15 81 STREET,EAST ELMHURST,QUEENS,11370,10/28/10 0:00,Precinct 115,Queens North
1003,440,1,17,15,63,7,520,24,,5C,36,N,81,21,1025405,267594,N,2050840054,11,BRONX District 11,B3,Noise - Residential,Banging/Pounding,4575 FURMAN AVENUE,BRONX,BRONX,10470,10/28/10 0:00,Precinct 47,Bronx
1003,45,1,8,2,55,1,6800,15,,1A,25,N,66,12,984247,202171,N,1004730014,1,MANHATTAN District 2,O9,Noise - Commercial,Loud Music/Party,484 BROADWAY,NEW YORK,MANHATTAN,10013,10/28/10 0:00,Precinct 5,Manhattan South
1003,460,4,6,50,125,13,2810,44,,1D,14,N,29,3,1041298,197707,N,4098190003,27,QUEENS District 29,D3,Noise - Residential,Loud Music/Party,88-15 168 STREET,JAMAICA,QUEENS,11432,10/28/10 0:00,Precinct 103,Queens South
1003,49,2,8,2,20,1,6800,15,,1J,25,N,66,19,984387,203814,N,1005157502,1,MANHATTAN District 2,R0,Noise - Commercial,Loud Music/Party,151 WOOSTER STREET,NEW YORK,MANHATTAN,10012,10/28/10 0:00,Precinct 1,Manhattan South
1003,503,3,12,35,216,11,700,30,,5A,17,N,53,13,999195,198479,N,3027810031,34,BROOKLYN District 14,S2,Noise - Commercial,Loud Talking,659 GRAND STREET,BROOKLYN,BROOKLYN,11211,10/28/10 0:00,Precinct 90,Brooklyn North
1003,54,9,8,6,14,1,5700,15,,1B,29,N,75,14,986273,208197,N,1008190037,3,MANHATTAN District 2,O3,Noise - Street/Sidewalk,Loud Music/Party,1 WEST 17 STREET,NEW YORK,MANHATTAN,10011,10/28/10 0:00,Precinct 13,Manhattan South
1003,58,9,8,7,1,1,5700,15,,1B,26,N,75,13,987056,210390,N,1008270067,3,MANHATTAN District 2,S4,Noise - Street/Sidewalk,Loud Talking,36 WEST 26 STREET,NEW YORK,MANHATTAN,10010,10/28/10 0:00,Precinct 13,Manhattan South
1003,775,4,9,51,143,13,1920,46,,4C,10,N,27,63,1031374,197862,N,4033370081,29,QUEENS District 28,S2,Noise - Commercial,Loud Music/Party,82-70 AUSTIN STREET,KEW GARDENS,QUEENS,11415,10/28/10 0:00,Precinct 102,Queens South
1004,102,9,14,8,8,3,4800,13,,2B,26,,73,55,991647,215481,,,3,MANHATTAN District 2,Un,Noise - Street/Sidewalk,Loud Music/Party, PARK AVENUE,NEW YORK,MANHATTAN,10022,10/28/10 0:00,Precinct 18,Manhattan South
1004,1161,6,5,52,144,14,1200,43,,3E,16,N,22,9,1033032,218609,N,4049940051,20,QUEENS District 25,D4,Noise - Residential,Banging/Pounding,34-20 PARSONS BOULEVARD,FLUSHING,QUEENS,11354,10/28/10 0:00,Precinct 109,Queens North
1004,1201,6,5,52,274,14,1320,43,,3C,11,N,22,42,1035385,214573,N,4052050021,20,QUEENS District 25,K4,Noise - Street/Sidewalk,Loud Talking,45-08 PARSONS BOULEVARD,FLUSHING,QUEENS,11355,10/28/10 0:00,Precinct 109,Queens North
1004,141,1,13,22,83,8,300,51,,3D,23,N,61,53,950017,168093,N,5002300128,49,STATEN ISLAND District 31,B2,Noise - Vehicle,Engine Idling,32 ARCADIA PLACE,STATEN ISLAND,STATEN ISLAND,10310,10/28/10 0:00,Precinct 120,Staten Island
1004,269,2,7,46,289,14,1420,42,,1C,13,N,39,29,1016839,211077,N,4015057501,21,QUEENS District 24,R0,Noise - Residential,Loud Music/Party,40-35 ITHACA STREET,ELMHURST,QUEENS,11373,10/28/10 0:00,Precinct 110,Queens North
1004,463,2,5,46,289,14,1420,42,,2D,13,N,39,22,1019146,210414,N,4015770001,21,QUEENS District 24,D1,Noise - Residential,Banging/Pounding,91-40 LAMONT AVENUE,ELMHURST,QUEENS,11373,10/28/10 0:00,Precinct 110,Queens North
1004,492,4,6,54,301,13,2820,44,,1C,14,N,24,40,1050973,203530,N,4105930002,23,QUEENS District 29,C9,Noise - Residential,Loud Music/Party,208-84 GRAND CENTRAL PARKWAY,QUEENS VILLAGE,QUEENS,11427,10/28/10 0:00,Precinct 107,Queens South
1004,50,4,14,6,5,1,5300,14,,,26,,74,64,988543,207772,,,2,MANHATTAN District 2,Un,Noise - Residential,Loud Music/Party,,NEW YORK,MANHATTAN,10003,10/28/10 0:00,Precinct 13,Manhattan South
1004,73,1,8,2,18,1,6400,15,,2B,29,N,66,82,983602,206857,N,1006110038,3,MANHATTAN District 2,K1,Noise - Commercial,Loud Music/Party,130 7 AVENUE SOUTH,NEW YORK,MANHATTAN,10014,10/28/10 0:00,Precinct 6,Manhattan South
1005,220.01,4,9,50,315,13,2720,45,,3E,14,N,27,48,1033256,200213,N,4066360001,24,QUEENS District 28,D1,Noise - Residential,Banging/Pounding,135-10 GRAND CENTRAL PARKWAY,JAMAICA,QUEENS,11435,10/28/10 0:00,Precinct 107,Queens South
1005,237,7,15,13,34,7,610,17,,3A,30,N,71,22,999388,241690,N,1020840017,7,MANHATTAN District 6,C1,Noise - Street/Sidewalk,Loud Talking,527 WEST 152 STREET,NEW YORK,MANHATTAN,10031,10/28/10 0:00,Precinct 30,Manhattan North
1005,466,4,5,50,125,13,2810,44,,,11,,29,70,1043757,198854,,,24,QUEENS District 29,Un,Noise - Street/Sidewalk,Loud Music/Party,,JAMAICA,QUEENS,11432,10/28/10 0:00,Precinct 107,Queens South
1005,555,3,12,35,221,11,400,30,,2B,17,N,50,67,994625,200541,N,3023507501,34,BROOKLYN District 14,R0,Noise - Residential,Loud Music/Party,85 NORTH 3 STREET,BROOKLYN,BROOKLYN,11211,10/28/10 0:00,Precinct 94,Brooklyn North
1005,590,4,6,54,165,13,2920,44,,4E,14,N,33,44,1057467,194810,N,4112400066,27,QUEENS District 29,A1,Noise - Residential,Loud Music/Party,221-37 114 ROAD,CAMBRIA HEIGHTS,QUEENS,11411,10/28/10 0:00,Precinct 105,Queens South
1006,217,6,11,38,280,15,2720,36,,1A,20,N,57,24,995384,183764,N,3011810024,35,BROOKLYN District 17,D1,Noise - Residential,Loud Television,277 EASTERN PARKWAY,BROOKLYN,BROOKLYN,11238,10/28/10 0:00,Precinct 77,Brooklyn North
1006,376,1,17,27,32,7,810,24,,1C,36,N,80,74,1020546,256809,N,2045940048,11,BRONX District 11,D7,Noise - Residential,Banging/Pounding,665 BURKE AVENUE,BRONX,BRONX,10467,10/28/10 0:00,Precinct 47,Bronx
1006,512,6,11,41,147,15,7210,35,,1B,21,N,42,48,994420,174560,N,3051210054,40,BROOKLYN District 22,D1,Noise - Residential,Loud Talking,205 EAST 17 STREET,BROOKLYN,BROOKLYN,11226,10/28/10 0:00,Precinct 70,Brooklyn South
1007,134,4,9,51,143,13,2600,46,,,10,,28,28,1029667,197107,,,29,QUEENS District 27,Un,Noise - Street/Sidewalk,Loud Talking,,RICHMOND HILL,QUEENS,11418,10/28/10 0:00,Precinct 102,Queens South
1007,217,6,11,38,280,15,2720,36,,1A,20,N,57,24,995704,183677,N,3011810036,35,BROOKLYN District 17,C1,Noise - Residential,Loud Television,307 EASTERN PARKWAY,BROOKLYN,BROOKLYN,11238,10/28/10 0:00,Precinct 77,Brooklyn North
1007,53,1,8,2,8,1,6800,15,,1B,29,N,66,13,982116,203450,N,1005940087,3,MANHATTAN District 2,P9,Noise - Vehicle,Engine Idling,275 HUDSON STREET,NEW YORK,MANHATTAN,10013,10/28/10 0:00,Precinct 1,Manhattan South
1007,86,5,12,40,228,8,6600,39,,,20,,51,34,984066,175174,,,38,BROOKLYN District 15,Un,Noise - Park,Loud Music/Party,,BROOKLYN,BROOKLYN,11232,10/28/10 0:00,Precinct 72,Brooklyn South
1007,9,1,8,1,15,1,7700,15,,1B,25,N,64,1,981219,195621,N,1000077501,1,MANHATTAN District 2,R0,Noise - Residential,Banging/Pounding,66 PEARL STREET,NEW YORK,MANHATTAN,10004,10/28/10 0:00,Precinct 1,Manhattan South
1008,231,1,13,22,166,8,200,51,,,23,,61,88,940397,168658,,,49,STATEN ISLAND District 31,Un,Noise - Residential,Loud Music/Party,,STATEN ISLAND,STATEN ISLAND,10303,10/28/10 0:00,Precinct 120,Staten Island
1008,31,1,14,45,116,14,710,41,,,12,,37,23,1003725,213461,,,26,QUEENS District 30,Un,Noise - Residential,Banging/Pounding,,LONG ISLAND CITY,QUEENS,11101,10/28/10 0:00,Precinct 114,Queens North
1008,46,1,7,3,54,6,3020,26,,1B,32,N,85,21,1021064,238362,N,2036360001,18,BRONX District 8,C1,Noise - Street/Sidewalk,Loud Talking,1735 LAFAYETTE AVENUE,BRONX,BRONX,10473,10/28/10 0:00,Precinct 43,Bronx
1008,6,2,14,4,15,1,7800,14,,,25,,64,57,986961,199554,,,1,MANHATTAN District 2,Un,Noise - Park,Loud Music/Party,,NEW YORK,MANHATTAN,10002,10/28/10 0:00,Precinct 7,Manhattan South
1009,194.02,4,6,50,303,13,3300,44,,4C,10,N,32,67,1039770,189458,N,4119600046,28,QUEENS District 28,A5,Noise - Residential,Loud Music/Party,111-16 145 STREET,JAMAICA,QUEENS,11435,10/28/10 0:00,Precinct 113,Queens South
1009,622,8,9,43,169,8,8900,37,,4E,27,N,59,66,1002806,152480,N,3088050188,46,BROOKLYN District 22,C0,Noise - Residential,Loud Music/Party,2818 BRAGG STREET,BROOKLYN,BROOKLYN,11235,10/28/10 0:00,Precinct 61,Brooklyn South
1010,185.01,1,10,31,207,11,1100,36,,4C,18,N,50,13,991181,192269,N,3020410001,35,BROOKLYN District 13,D6,Noise - Residential,Banging/Pounding,117 NORTH OXFORD WALK,BROOKLYN,BROOKLYN,11205,10/28/10 0:00,Precinct 88,Brooklyn North
1010,21,1,8,1,10,1,7700,15,,,25,,66,3,982247,199062,,,1,MANHATTAN District 2,Un,Noise - Commercial,Banging/Pounding,,NEW YORK,MANHATTAN,10007,10/28/10 0:00,Precinct 1,Manhattan South
1010,373,2,5,49,316,14,610,42,,1C,13,N,35,15,1023008,215735,N,4017030118,21,QUEENS District 24,M1,Noise - House of Worship,Banging/Pounding,32-56 110 STREET,EAST ELMHURST,QUEENS,11369,10/28/10 0:00,Precinct 115,Queens North
1011,144,4,6,50,270,13,2710,45,,4D,10,N,25,66,1032023,192858,N,4093520063,29,QUEENS District 27,B3,Noise - Vehicle,Engine Idling,91-01 120 STREET,RICHMOND HILL,QUEENS,11418,10/28/10 0:00,Precinct 102,Queens South
1013,206.01,1,7,3,64,6,1320,26,,1E,32,N,76,45,1025659,243552,N,2039630043,18,BRONX District 11,D1,Noise - Residential,Banging/Pounding,2125 GLEBE AVENUE,BRONX,BRONX,10462,10/28/10 0:00,Precinct 45,Bronx
1017,33,1,8,1,7,1,7700,15,,,25,,66,5,981723,200470,,,1,MANHATTAN District 2,Un,Noise - Commercial,Loud Music/Party,,NEW YORK,MANHATTAN,10013,10/28/10 0:00,Precinct 1,Manhattan South
1018,244,2,13,23,151,8,800,51,,8D,24,N,62,91,918496,125533,N,5078180011,51,STATEN ISLAND District 31,A1,Noise - Residential,Loud Music/Party,93 JOLINE AVENUE,STATEN ISLAND,STATEN ISLAND,10307,10/28/10 0:00,Precinct 123,Staten Island
1021,1010.02,5,6,47,328,13,3800,45,,3C,14,N,23,73,1055720,156523,N,4156100001,31,QUEENS District 27,D1,Noise - Residential,Banging/Pounding,7-11A SEAGIRT AVENUE,FAR ROCKAWAY,QUEENS,11691,10/28/10 0:00,Precinct 101,Queens South
1031,187.02,2,13,22,163,8,600,51,,,24,,63,30,949551,158088,,,50,STATEN ISLAND District 31,Un,Noise - Street/Sidewalk,Loud Talking,,STATEN ISLAND,STATEN ISLAND,10314,10/28/10 0:00,Precinct 122,Staten Island
2000,103,1,14,49,312,14,120,41,,1D,12,N,36,21,1007748,224126,N,4008800145,22,QUEENS District 30,B1,Noise - Vehicle,Engine Idling,21-17 21 STREET,ASTORIA,QUEENS,11105,10/28/10 0:00,Precinct 114,Queens North
2000,1034,4,10,58,170,15,7520,33,,1D,19,N,59,4,1016408,170486,N,3083290225,42,BROOKLYN District 18,D3,Noise - Residential,Loud Music/Party,1550 EAST 102 STREET,BROOKLYN,BROOKLYN,11236,10/28/10 0:00,Precinct 69,Brooklyn South
2000,110,6,14,10,16,3,4900,13,,,26,,65,5,994634,217302,,,4,MANHATTAN District 2,Un,Noise - Vehicle,Car/Truck Horn,,NEW YORK,MANHATTAN,10065,10/28/10 0:00,Precinct 19,Manhattan North
2000,1208,7,10,39,107,15,6410,33,,3C,19,N,40,37,1021463,183506,N,3042719001,42,BROOKLYN District 19,D1,Noise - Residential,Banging/Pounding,765 LINCOLN AVENUE,BROOKLYN,BROOKLYN,11208,10/28/10 0:00,Precinct 75,Brooklyn North
2000,1267,6,9,50,125,13,2022,43,,4D,11,N,25,42,1039755,201451,N,4070420020,24,QUEENS District 29,A5,Noise - Residential,Loud Music/Party,82-17 167 STREET,JAMAICA,QUEENS,11432,10/28/10 0:00,Precinct 107,Queens South
2000,139,1,12,48,220,11,4600,39,,5C,18,N,52,3,987624,182120,N,3010290074,39,BROOKLYN District 15,K1,Noise - Commercial,Loud Music/Party,273 13 STREET,BROOKLYN,BROOKLYN,11215,10/28/10 0:00,Precinct 78,Brooklyn South
2000,142,5,13,42,242,8,7910,31,,2E,22,N,46,24,977686,165824,N,3060270031,43,BROOKLYN District 20,D4,Noise - Residential,Banging/Pounding,580 84 STREET,BROOKLYN,BROOKLYN,11209,10/28/10 0:00,Precinct 68,Brooklyn South
2000,144,1,7,20,72,7,3220,26,,3C,34,N,82,14,1033347,238501,N,2055640001,13,BRONX District 8,D3,Noise - Residential,Loud Music/Party,2815 DEWEY AVENUE,BRONX,BRONX,10465,10/28/10 0:00,Precinct 45,Bronx
2000,151,3,8,9,35,3,3900,15,,1B,29,N,67,17,987635,220964,N,1011540101,6,MANHATTAN District 3,D3,Noise - Residential,Loud Music/Party,216 WEST 62 STREET,NEW YORK,MANHATTAN,10023,10/28/10 0:00,Precinct 20,Manhattan North
2000,151,3,8,9,35,3,3900,15,,1B,29,N,67,17,988194,220888,N,1011540101,6,MANHATTAN District 3,D3,Noise - Residential,Banging/Pounding,80 AMSTERDAM AVENUE,NEW YORK,MANHATTAN,10023,10/28/10 0:00,Precinct 20,Manhattan North
2000,151,6,11,48,220,11,4600,39,,5D,20,N,44,13,988976,181634,N,3010960002,39,BROOKLYN District 15,S2,Noise - Vehicle,Engine Idling,387 7 AVENUE,BROOKLYN,BROOKLYN,11215,10/28/10 0:00,Precinct 78,Brooklyn South
2000,174.01,6,15,12,91,3,2500,12,,1A,30,N,68,40,998207,229044,N,1016130006,8,MANHATTAN District 4,D5,Noise - Park,Loud Talking,12 EAST 108 STREET,NEW YORK,MANHATTAN,10029,10/28/10 0:00,Precinct 23,Manhattan North
2000,193,2,10,31,210,11,1300,36,,,18,,57,67,994557,190138,,,35,BROOKLYN District 13,Un,Noise - Street/Sidewalk,Loud Talking,,BROOKLYN,BROOKLYN,11238,10/28/10 0:00,Precinct 88,Brooklyn North
2000,21,2,13,21,77,8,500,51,,1D,23,N,61,10,962118,168054,N,5005210075,49,STATEN ISLAND District 31,A1,Noise - Residential,Loud Music/Party,111 WRIGHT STREET,STATEN ISLAND,STATEN ISLAND,10304,10/28/10 0:00,Precinct 120,Staten Island
2000,21,2,13,21,77,8,500,51,,1D,23,N,61,10,962118,168054,N,5005210075,49,STATEN ISLAND District 31,A1,Noise - Residential,Loud Talking,111 WRIGHT STREET,STATEN ISLAND,STATEN ISLAND,10304,10/28/10 0:00,Precinct 120,Staten Island
2000,22.01,2,12,4,18,1,7600,14,,2A,25,N,74,12,989026,201005,N,1003440069,1,MANHATTAN District 1,C7,Noise - Commercial,Loud Music/Party,210 RIVINGTON STREET,NEW YORK,MANHATTAN,10002,10/28/10 0:00,Precinct 7,Manhattan South
2000,231,2,16,17,46,6,1800,25,,3B,33,N,86,66,1011027,248049,N,2028920024,14,BRONX District 9,C7,Noise - Vehicle,Car/Truck Music,320 EAST 176 STREET,BRONX,BRONX,10457,10/28/10 0:00,Precinct 46,Bronx
2000,233,7,15,16,23,6,620,17,,3A,30,N,70,63,998763,240840,N,1020790152,7,MANHATTAN District 6,C3,Noise - Street/Sidewalk,Loud Talking,548 WEST 148 STREET,NEW YORK,MANHATTAN,10031,10/28/10 0:00,Precinct 30,Manhattan North
2000,233,7,15,16,23,6,620,17,,3A,30,N,70,63,998915,240756,N,1020790044,7,MANHATTAN District 6,C1,Noise - Residential,Loud Music/Party,520 WEST 148 STREET,NEW YORK,MANHATTAN,10031,10/28/10 0:00,Precinct 30,Manhattan North
2000,238,4,6,50,298,13,2720,45,,1C,10,N,32,4,1037557,196278,N,4096930019,24,QUEENS District 28,D1,Noise - Residential,Banging/Pounding,148-28 88 AVENUE,JAMAICA,QUEENS,11435,10/28/10 0:00,Precinct 103,Queens South
2000,239,2,16,19,33,7,1600,25,,2A,33,N,86,35,1011429,252027,N,2031830074,14,BRONX District 10,C1,Noise - Residential,Loud Music/Party,2301 MORRIS AVENUE,BRONX,BRONX,10468,10/28/10 0:00,Precinct 46,Bronx
